year2,ifsize,fage4,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,d_flag,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1980,j) 2500 to 4999,l) Left Censored,1066,55775,3377367,3343817,5054,9.2,3188,5.8,447213,141944,305269,4.2,13.4,380113,104740,275373,3.1,11.4,67100,2,22.8,1,2,2,
1980,k) 5000 to 9999,b) 1,1,1,,,0,0,0,0,,0,,,,,,,,,,,,1,,,
1980,k) 5000 to 9999,c) 2,2,2,,,2,66.7,4,133.3,,,,,,,,,,,,,,1,,,
1980,k) 5000 to 9999,d) 3,12,206,46334,46869,52,28.1,10,5.4,7282,,,,15.5,8352,,7471,,17.8,-1070,-2.3,31,1,,,
1980,k) 5000 to 9999,l) Left Censored,665,61409,3940630,3911111,5272,8.7,4046,6.7,529783,154610,375173,4,13.5,470745,120233,350512,3.1,12,59038,1.5,24,0,,,
1980,l) 10000+,b) 1,12,674,,,19,2.8,5,0.7,,,,,,,,,,,,,,1,,,
1980,l) 10000+,c) 2,1,1,,,0,0,1,66.7,,0,,,,,,,,,,,,1,,,
1980,l) 10000+,d) 3,17,360,39720,39921,36,10.3,13,3.7,3917,,,,9.8,4319,943,3376,2.4,10.8,-402,-1,19.6,1,,,
1980,l) 10000+,l) Left Censored,821,239546,19018861,18965219,17423,7.3,13997,5.9,2364415,640197,1724218,3.4,12.5,2257131,456458,1800673,2.4,11.9,107284,0.6,23.8,0,,,
1981,a) 1 to 4,a) 0,311344,311447,590145,302914,303403,194.8,0,0,574462,574462,0,189.6,189.6,0,0,0,0,0,574462,189.6,0,0,,,
1981,a) 1 to 4,b) 1,225723,226461,658459,623158,515,0.2,84794,31,262618,3398,259220,0.5,42.1,192016,146124,45892,23.4,30.8,70602,11.3,61.6,0,62171,62171,107866
1981,a) 1 to 4,c) 2,189864,190398,484039,483866,7274,3.4,52988,24.9,140584,14576,126008,3,29.1,140238,97859,42379,20.2,29,346,0.1,58,0,38671,38679,71837
1981,a) 1 to 4,d) 3,162445,162812,401028,405094,6312,3.5,41963,23.2,106292,12103,94189,3,26.2,114423,76958,37465,19,28.2,-8131,-2,52.4,0,31323,31324,57697
1981,a) 1 to 4,e) 4,145213,146172,362762,363435,6047,3.7,34687,21.5,95373,11112,84261,3.1,26.2,96719,63365,33354,17.4,26.6,-1346,-0.4,52.4,0,24608,24621,45205
1981,a) 1 to 4,l) Left Censored,938696,940963,2307963,2324619,21294,2.1,150227,14.9,446856,41641,405215,1.8,19.2,480167,282966,197201,12.2,20.7,-33311,-1.5,38.4,0,108475,108526,201935
1981,b) 5 to 9,a) 0,79398,79870,517455,266696,77415,193.9,0,0,501518,501518,0,188,188,0,0,0,0,0,501518,188,0,0,,,
1981,b) 5 to 9,b) 1,60619,61592,454650,469967,491,0.7,14275,20.7,127480,4607,122873,1,27.1,158113,91314,66799,19.4,33.6,-30633,-6.5,54.2,0,10624,10628,68615
1981,b) 5 to 9,c) 2,63263,64246,430254,451266,1884,2.8,11119,16.4,90740,12748,77992,2.8,20.1,132763,70550,62213,15.6,29.4,-42023,-9.3,40.2,0,8135,8142,52683
1981,b) 5 to 9,d) 3,57249,57986,379034,399650,1572,2.6,8892,14.5,72058,10507,61551,2.6,18,113290,56196,57094,14.1,28.3,-41232,-10.3,36,0,6499,6500,41875
1981,b) 5 to 9,e) 4,55283,57789,366740,386198,1494,2.4,9675,15.6,67288,9380,57908,2.4,17.4,106203,53759,52444,13.9,27.5,-38915,-10.1,34.8,0,5330,5365,34450
1981,b) 5 to 9,l) Left Censored,430524,437848,2824922,2937291,6445,1.4,42301,9.3,373093,42142,330951,1.4,12.7,597830,254402,343428,8.7,20.4,-224737,-7.7,25.4,0,25380,25514,164785
1981,c) 10 to 19,a) 0,37849,38634,498670,257603,37373,193.5,0,0,482134,482134,0,187.2,187.2,0,0,0,0,0,482134,187.2,0,0,,,
1981,c) 10 to 19,b) 1,28851,29821,414203,438077,383,1.2,6632,20,102382,4499,97883,1,23.4,150129,84098,66031,19.2,34.3,-47747,-10.9,46.8,0,4838,4848,63590
1981,c) 10 to 19,c) 2,32243,33546,433945,461559,1000,2.8,5643,16,83840,12061,71779,2.6,18.2,139068,70450,68618,15.3,30.1,-55228,-11.9,36.4,0,3878,3884,51471
1981,c) 10 to 19,d) 3,29557,30664,392637,416722,842,2.6,4538,14,69278,9745,59533,2.3,16.6,117447,56740,60707,13.6,28.2,-48169,-11.6,33.2,0,3082,3091,40812
1981,c) 10 to 19,e) 4,33156,39056,441079,468826,750,1.8,7660,18,72868,9683,63185,2.1,15.5,128361,67038,61323,14.3,27.4,-55493,-11.9,31,0,2550,2620,33638
1981,c) 10 to 19,l) Left Censored,278802,295522,3697209,3847344,3823,1.2,27856,9,429507,45607,383900,1.2,11.2,729776,292057,437719,7.6,19,-300269,-7.8,22.4,0,12544,12763,167094
1981,d) 20 to 49,a) 0,18234,19097,538456,278626,18456,193.3,0,0,519661,519661,0,186.5,186.5,0,0,0,0,0,519661,186.5,0,0,,,
1981,d) 20 to 49,b) 1,12741,13800,391176,422171,308,2,3183,20.8,87681,7380,80301,1.7,20.8,149671,84279,65392,20,35.5,-61990,-14.7,41.6,0,2090,2104,60943
1981,d) 20 to 49,c) 2,15376,16917,450833,484144,690,3.9,2971,16.8,85728,14107,71621,2.9,17.7,152350,76586,75764,15.8,31.5,-66622,-13.8,35.4,0,1836,1846,53623
1981,d) 20 to 49,d) 3,14487,15945,417860,446590,558,3.3,2370,14.2,70987,10846,60141,2.4,15.9,128446,58905,69541,13.2,28.8,-57459,-12.9,31.8,0,1456,1466,42209
1981,d) 20 to 49,e) 4,19351,28849,557636,599723,515,1.6,6310,19.9,81327,10156,71171,1.7,13.6,165500,89314,76186,14.9,27.6,-84173,-14,27.2,0,1253,1332,36549
1981,d) 20 to 49,l) Left Censored,184820,221012,5428770,5653348,2994,1.3,23223,10,573916,64782,509134,1.1,10.2,1023072,407491,615581,7.2,18.1,-449156,-7.9,20.4,0,6512,6748,191836
1981,e) 50 to 99,a) 0,4601,4896,309520,159205,4763,194.6,0,0,300631,300631,0,188.8,188.8,0,0,0,0,0,300631,188.8,0,0,,,
1981,e) 50 to 99,b) 1,2870,3566,198049,215306,243,6.3,803,20.8,43467,6697,36770,3.1,20.2,77981,42404,35577,19.7,36.2,-34514,-16,40.4,0,417,439,27542
1981,e) 50 to 99,c) 2,3522,4626,234750,251032,388,8.1,842,17.6,44696,10548,34148,4.2,17.8,77260,37969,39291,15.1,30.8,-32564,-13,35.6,0,354,384,23804
1981,e) 50 to 99,d) 3,3438,4469,227204,241973,325,7.1,606,13.2,38095,8471,29624,3.5,15.7,67633,29604,38029,12.2,28,-29538,-12.3,31.4,0,302,310,19819
1981,e) 50 to 99,e) 4,5467,14357,371452,386790,1735,12.1,1773,12.3,68121,21527,46594,5.6,17.6,98796,44157,54639,11.4,25.5,-30675,-7.9,35.2,0,254,303,16888
1981,e) 50 to 99,l) Left Censored,60833,104751,4077371,4213695,5622,5.3,8951,8.4,471253,98348,372905,2.3,11.2,743901,267428,476473,6.3,17.7,-272648,-6.5,22.4,0,1693,1978,114310
1981,f) 100 to 249,a) 0,1883,2090,272910,139780,2044,195.6,0,0,266261,266261,0,190.5,190.5,0,0,0,0,0,266261,190.5,0,0,,,
1981,f) 100 to 249,b) 1,934,1580,134868,148508,169,10.2,303,18.3,30062,8633,21429,5.8,20.2,57342,32641,24701,22,38.6,-27280,-18.4,40.4,0,140,144,20694
1981,f) 100 to 249,c) 2,1241,2261,174375,188618,285,12.7,309,13.8,31939,9805,22134,5.2,16.9,60424,29641,30783,15.7,32,-28485,-15.1,33.8,0,123,130,18452
1981,f) 100 to 249,d) 3,1211,2336,169112,181115,255,10.9,292,12.5,28263,6713,21550,3.7,15.6,52269,22842,29427,12.6,28.9,-24006,-13.3,31.2,0,79,94,11475
1981,f) 100 to 249,e) 4,2646,10980,391982,401638,1290,11.7,1319,12,72697,25316,47381,6.3,18.1,92008,38372,53636,9.6,22.9,-19311,-4.8,36.2,0,83,125,12009
1981,f) 100 to 249,l) Left Censored,32125,98703,4748972,4876301,7485,7.6,8259,8.3,594461,162340,432121,3.3,12.2,849119,319431,529688,6.6,17.4,-254658,-5.2,24.4,0,732,1137,108653
1981,g) 250 to 499,a) 0,336,479,115188,58801,472,197.1,0,0,112774,112774,0,191.8,191.8,0,0,0,0,0,112774,191.8,0,0,,,
1981,g) 250 to 499,b) 1,141,359,42851,50230,46,12.1,87,22.9,8994,1575,7419,3.1,17.9,23751,14642,9109,29.1,47.3,-14757,-29.4,35.8,1,26,26,
1981,g) 250 to 499,c) 2,257,733,83527,88509,90,12.6,65,9.1,16402,5389,11013,6.1,18.5,26365,12915,13450,14.6,29.8,-9963,-11.3,37,0,21,21,7254
1981,g) 250 to 499,d) 3,236,823,71820,76685,100,12.1,113,13.7,13108,4499,8609,5.9,17.1,22837,10694,12143,13.9,29.8,-9729,-12.7,34.2,1,18,18,
1981,g) 250 to 499,e) 4,575,3893,185202,191926,515,13.4,437,11.3,32417,14980,17437,7.8,16.9,45864,18436,27428,9.6,23.9,-13447,-7,33.8,0,12,13,4256
1981,g) 250 to 499,l) Left Censored,9770,60632,3313864,3365726,5404,8.9,5574,9.2,468797,137685,331112,4.1,13.9,572521,220197,352324,6.5,17,-103724,-3.1,27.8,0,144,231,47668
1981,h) 500 to 999,a) 0,77,137,51876,25938,137,200,0,0,51876,51876,0,200,200,0,0,0,0,0,51876,200,0,0,,,
1981,h) 500 to 999,b) 1,53,198,23505,28444,40,18.7,71,33.3,4875,,,,17.1,14753,5660,9093,19.9,51.9,-9878,-34.8,34.2,1,1,10,
1981,h) 500 to 999,c) 2,58,176,39166,40893,33,19.9,15,9,10373,,,,25.4,13826,5934,7892,14.5,33.8,-3453,-8.4,50.8,1,7,9,4992
1981,h) 500 to 999,d) 3,72,311,39724,41644,27,7.6,115,32.4,6277,2972,3305,7.1,15.1,10117,2581,7536,6.2,24.3,-3840,-9.2,30.2,1,2,2,
1981,h) 500 to 999,e) 4,194,1886,118710,124495,324,17.8,195,10.7,19646,8183,11463,6.6,15.8,31215,13296,17919,10.7,25.1,-11569,-9.3,31.6,0,5,7,3129
1981,h) 500 to 999,l) Left Censored,4807,53912,3240240,3286035,4942,9.2,4374,8.2,411718,127951,283767,3.9,12.5,503309,179973,323336,5.5,15.3,-91591,-2.8,25,0,49,88,33541
1981,i) 1000 to 2499,a) 0,37,43,58244,29648,42,195.3,0,0,57193,57193,0,192.9,192.9,0,0,0,0,0,57193,192.9,0,0,,,
1981,i) 1000 to 2499,b) 1,18,60,18869,21755,4,6.8,2,3.4,1004,,,,4.6,6776,,6692,,31.1,-5772,-26.5,9.2,1,,,
1981,i) 1000 to 2499,c) 2,35,810,37200,42160,355,53.9,50,7.6,7602,,,,18,17522,7695,9827,18.3,41.6,-9920,-23.6,36,1,4,4,5131
1981,i) 1000 to 2499,d) 3,33,1368,45492,44256,160,12.1,62,4.7,10763,4612,6151,10.4,24.3,8291,,5552,,18.7,2472,5.6,37.4,1,1,1,
1981,i) 1000 to 2499,e) 4,91,1622,118289,121688,175,11,123,7.7,18373,6832,11541,5.6,15.1,25172,9630,15542,7.9,20.7,-6799,-5.6,30.2,0,,,
1981,i) 1000 to 2499,l) Left Censored,3060,70978,4441209,4461260,6530,9.3,5303,7.5,547253,197064,350189,4.4,12.3,587355,188840,398515,4.2,13.2,-40102,-0.9,24.6,1,14,19,
1981,j) 2500 to 4999,a) 0,5,5,16284,8142,5,200,0,0,16284,16284,0,200,200,0,0,0,0,0,16284,200,0,0,,,
1981,j) 2500 to 4999,b) 1,4,5,,222,0,0,1,18.2,14,0,14,0,6.3,102,,33,,45.9,-88,-39.6,12.6,1,,,
1981,j) 2500 to 4999,c) 2,7,366,14930,15262,64,18.1,40,11.3,2504,,,,16.4,3167,,3003,,20.8,-663,-4.4,32.8,1,,,
1981,j) 2500 to 4999,d) 3,5,117,,11222,15,13.2,8,7,2329,,,,20.8,5083,,4550,,45.3,-2754,-24.5,41.6,1,,,
1981,j) 2500 to 4999,e) 4,13,120,29240,28796,20,17.9,3,2.7,9764,,,,33.9,8876,15,8861,0.1,30.8,888,3.1,61.6,1,,,
1981,j) 2500 to 4999,l) Left Censored,1088,57909,3376444,3394147,5034,8.8,3699,6.5,424521,147793,276728,4.4,12.5,459926,127105,332821,3.7,13.6,-35405,-1.1,25,0,3,3,11137
1981,k) 5000 to 9999,b) 1,5,9,,,0,0,0,0,,0,,,,,,,,,,,,1,,,
1981,k) 5000 to 9999,c) 2,4,6,,,2,40,0,0,,,,,,,,,,,,,,1,,,
1981,k) 5000 to 9999,d) 3,2,4,,,0,0,0,0,,0,,,,,,,,,,,,1,,,
1981,k) 5000 to 9999,e) 4,11,303,53499,58839,89,33.7,12,4.5,6671,,,,11.3,17351,,7962,,29.5,-10680,-18.2,22.6,1,,,
1981,k) 5000 to 9999,l) Left Censored,644,57707,3632690,3631900,5327,9.2,5237,9.1,483238,137746,345492,3.8,13.3,481659,,339614,,13.3,1579,0,26.6,1,1,12,
1981,l) 10000+,b) 1,8,16,,,0,0,1,6.1,,0,,,,,,,,,,,,1,,,
1981,l) 10000+,c) 2,8,10,,,0,0,1,9.5,,0,,,,,,,,,,,,1,,,
1981,l) 10000+,d) 3,13,22,1521,,1,4.7,0,0,,,,,,,,,,,,,,1,,,
1981,l) 10000+,e) 4,27,361,55385,83366,1,0.2,125,29.6,1115,,,,1.3,57077,,54612,,68.5,-55962,-67.2,2.6,1,,,
1981,l) 10000+,l) Left Censored,958,250782,19515971,19629102,21250,8.5,18865,7.6,2526168,806152,1720016,4.1,12.9,2752429,,2034848,,14,-226261,-1.1,25.8,1,1,2,
1982,a) 1 to 4,a) 0,317235,318215,607635,305717,315952,198.6,0,0,603836,603836,0,197.5,197.5,0,0,0,0,0,603836,197.5,0,0,,,
1982,a) 1 to 4,b) 1,231015,231572,664800,619688,802,0.3,70662,26,260613,2416,258197,0.4,42.1,170388,122654,47734,19.8,27.5,90225,14.6,55,0,48338,48338,85484
1982,a) 1 to 4,c) 2,174004,174465,447305,436440,9815,5.1,42696,22.1,140337,19020,121317,4.4,32.2,118607,79232,39375,18.2,27.2,21730,5,54.4,0,27217,27217,51521
1982,a) 1 to 4,d) 3,157517,157984,401078,393094,9312,5.4,35072,20.3,117556,18128,99428,4.6,29.9,101588,65354,36234,16.6,25.8,15968,4.1,51.6,0,21922,21922,41621
1982,a) 1 to 4,e) 4,136381,136731,342887,337933,7649,5.1,29490,19.7,95378,14562,80816,4.3,28.2,85469,54198,31271,16,25.3,9909,2.9,50.6,0,17706,17706,33130
1982,a) 1 to 4,f) 5,124901,125976,316865,310768,7807,5.7,25756,18.8,87876,16849,71027,5.4,28.3,75681,47413,28268,15.3,24.4,12195,3.9,48.8,0,14791,14791,27599
1982,a) 1 to 4,l) Left Censored,846013,849796,2150088,2113371,33431,3.7,122019,13.5,476594,74585,402009,3.5,22.6,403159,226431,176728,10.7,19.1,73435,3.5,38.2,0,76157,76158,142502
1982,b) 5 to 9,a) 0,73542,75529,475624,238877,75199,199.1,0,0,473494,473494,0,198.2,198.2,0,0,0,0,0,473494,198.2,0,0,,,
1982,b) 5 to 9,b) 1,66665,67974,472326,491419,1533,2.1,12480,16.9,123193,6267,116926,1.3,25.1,161378,80338,81040,16.3,32.8,-38185,-7.7,50.2,0,9188,9188,59470
1982,b) 5 to 9,c) 2,58710,59970,383828,403448,3253,5.2,9062,14.4,84079,17978,66101,4.5,20.8,123318,58209,65109,14.4,30.6,-39239,-9.8,41.6,0,6232,6233,40202
1982,b) 5 to 9,d) 3,58018,59358,378601,395183,3023,4.9,7616,12.3,76584,16361,60223,4.1,19.4,109748,48914,60834,12.4,27.8,-33164,-8.4,38.8,0,5085,5086,32880
1982,b) 5 to 9,e) 4,51618,52677,343771,353856,2415,4.4,6188,11.3,71671,13163,58508,3.7,20.3,91840,39773,52067,11.2,26,-20169,-5.7,40.6,0,4026,4026,25999
1982,b) 5 to 9,f) 5,51017,54643,338165,348059,3032,5.4,5657,10.1,65233,18331,46902,5.3,18.7,85021,36452,48569,10.5,24.4,-19788,-5.7,37.4,0,3385,3385,21838
1982,b) 5 to 9,l) Left Censored,405247,415518,2671410,2729484,13167,3.1,28344,6.7,397501,81553,315948,3,14.6,513648,183099,330549,6.7,18.8,-116147,-4.2,29.2,0,17950,17955,116627
1982,c) 10 to 19,a) 0,34445,37281,453575,227736,37139,199.2,0,0,451678,451678,0,198.3,198.3,0,0,0,0,0,451678,198.3,0,0,,,
1982,c) 10 to 19,b) 1,33236,35383,447702,472815,2230,6,5738,15.4,108410,15247,93163,3.2,22.9,158635,74595,84040,15.8,33.6,-50225,-10.7,45.8,0,4235,4235,55932
1982,c) 10 to 19,c) 2,29809,31811,383472,408306,2378,7.2,4367,13.3,81270,20150,61120,4.9,19.9,130937,56342,74595,13.8,32.1,-49667,-12.2,39.8,0,2934,2935,38729
1982,c) 10 to 19,d) 3,29881,32194,382806,404823,2250,6.8,3676,11.1,72522,18320,54202,4.5,17.9,116556,47953,68603,11.8,28.8,-44034,-10.9,35.8,0,2453,2453,32672
1982,c) 10 to 19,e) 4,27146,29099,351307,368459,1831,6.2,3016,10.1,64909,15111,49798,4.1,17.6,99212,39245,59967,10.7,26.9,-34303,-9.3,35.2,0,1990,1990,26383
1982,c) 10 to 19,f) 5,31005,38805,419346,427603,2776,7.1,2761,7.1,77475,23713,53762,5.5,18.1,93989,35764,58225,8.4,22,-16514,-3.9,36.2,0,1589,1595,21028
1982,c) 10 to 19,l) Left Censored,264667,287486,3531626,3606302,10735,3.7,14760,5.1,479115,104432,374683,2.9,13.3,628467,192543,435924,5.3,17.4,-149352,-4.1,26.6,0,9202,9213,122470
1982,d) 20 to 49,a) 0,17061,20224,502981,253082,20116,198.9,0,0,499799,499799,0,197.5,197.5,0,0,0,0,0,499799,197.5,0,0,,,
1982,d) 20 to 49,b) 1,16649,18818,483087,515068,1760,9.1,2778,14.3,107193,22527,84666,4.4,20.8,171155,77576,93579,15.1,33.2,-63962,-12.4,41.6,0,1907,1907,55711
1982,d) 20 to 49,c) 2,14210,16631,405906,429830,1781,10.5,2259,13.4,97018,25477,71541,5.9,22.6,144865,62447,82418,14.5,33.7,-47847,-11.1,45.2,0,1457,1462,42895
1982,d) 20 to 49,d) 3,15114,18377,418567,443674,2101,11.5,1879,10.3,82039,28332,53707,6.4,18.5,132253,51468,80785,11.6,29.8,-50214,-11.3,37,0,1202,1206,34876
1982,d) 20 to 49,e) 4,13865,16772,402865,414550,1781,10.7,1534,9.2,88154,21791,66363,5.3,21.3,111523,41452,70071,10,26.9,-23369,-5.6,42.6,0,930,934,27330
1982,d) 20 to 49,f) 5,18198,30047,539878,550951,2907,9.9,1695,5.8,95655,34308,61347,6.2,17.4,117800,42345,75455,7.7,21.4,-22145,-4,34.8,0,814,832,23874
1982,d) 20 to 49,l) Left Censored,176764,221257,5224863,5340501,11265,5.1,9224,4.2,633041,166210,466831,3.1,11.9,864316,242368,621948,4.5,16.2,-231275,-4.3,23.8,0,4905,4973,145152
1982,e) 50 to 99,a) 0,4339,6112,292852,147250,6088,199.2,0,0,291204,291204,0,197.8,197.8,0,0,0,0,0,291204,197.8,0,0,,,
1982,e) 50 to 99,b) 1,4441,5356,305359,312109,699,13.1,638,12,82353,17144,65209,5.5,26.4,95853,39817,56036,12.8,30.7,-13500,-4.3,52.8,0,403,405,27024
1982,e) 50 to 99,c) 2,3232,4356,199423,215485,687,16,557,13,44550,17286,27264,8,20.7,76673,32831,43842,15.2,35.6,-32123,-14.9,41.4,0,325,330,21475
1982,e) 50 to 99,d) 3,3586,5457,217473,232002,920,17.5,476,9.1,44542,18668,25874,8,19.2,73599,26933,46666,11.6,31.7,-29057,-12.5,38.4,0,261,261,17541
1982,e) 50 to 99,e) 4,3440,5248,226327,231849,837,16.6,431,8.5,55050,15979,39071,6.9,23.7,66093,24462,41631,10.6,28.5,-11043,-4.8,47.4,0,241,244,16098
1982,e) 50 to 99,f) 5,5196,13318,351140,356847,1544,11.8,1057,8.1,67014,23843,43171,6.7,18.8,78427,27656,50771,7.8,22,-11413,-3.2,37.6,0,172,195,11388
1982,e) 50 to 99,l) Left Censored,57612,100428,3891530,3958975,6749,6.8,5581,5.6,514600,134218,380382,3.4,13,649490,192596,456894,4.9,16.4,-134890,-3.4,26,0,1456,1639,98959
1982,f) 100 to 249,a) 0,1667,2795,245222,124151,2775,198.6,0,0,242142,242142,0,195,195,0,0,0,0,0,242142,195,0,0,,,
1982,f) 100 to 249,b) 1,1852,2362,247218,265464,347,14.9,275,11.8,48655,15119,33536,5.7,18.3,85147,36092,49055,13.6,32.1,-36492,-13.8,36.6,0,172,172,25524
1982,f) 100 to 249,c) 2,1278,2465,165684,178555,532,22.9,246,10.6,38967,20636,18331,11.6,21.8,64708,25656,39052,14.4,36.2,-25741,-14.4,43.6,0,116,119,16568
1982,f) 100 to 249,d) 3,1434,3080,187460,198513,669,23.3,233,8.1,43383,23391,19992,11.8,21.9,65488,21315,44173,10.7,33,-22105,-11.1,43.8,0,80,80,11652
1982,f) 100 to 249,e) 4,1350,3207,171709,181821,614,20.5,188,6.3,35452,18358,17094,10.1,19.5,55676,16898,38778,9.3,30.6,-20224,-11.1,39,0,78,79,11202
1982,f) 100 to 249,f) 5,2714,11801,403543,406210,1510,13.2,819,7.1,85949,38364,47585,9.4,21.2,91282,32199,59083,7.9,22.5,-5333,-1.3,42.4,0,87,95,12797
1982,f) 100 to 249,l) Left Censored,31228,100259,4567575,4641749,8412,8.5,5653,5.7,600503,196352,404151,4.2,12.9,748851,201397,547454,4.3,16.1,-148348,-3.2,25.8,0,522,675,76260
1982,g) 250 to 499,a) 0,308,695,104213,53293,688,198,0,0,101841,101841,0,191.1,191.1,0,0,0,0,0,101841,191.1,0,0,,,
1982,g) 250 to 499,b) 1,346,769,110486,115522,228,31.2,146,20,27856,10764,17092,9.3,24.1,37928,17569,20359,15.2,32.8,-10072,-8.7,48.2,0,37,37,12570
1982,g) 250 to 499,c) 2,229,623,67619,69162,138,23.8,50,8.6,18379,9782,8597,14.1,26.6,21465,6978,14487,10.1,31,-3086,-4.4,53.2,1,11,11,
1982,g) 250 to 499,d) 3,289,1171,84612,88654,238,21.9,67,6.2,21163,11834,9329,13.3,23.9,29246,10192,19054,11.5,33,-8083,-9.1,47.8,0,11,11,3725
1982,g) 250 to 499,e) 4,282,1345,86777,87977,303,24.1,130,10.3,23900,13252,10648,15.1,27.2,26300,9125,17175,10.4,29.9,-2400,-2.7,54.4,0,17,17,5668
1982,g) 250 to 499,f) 5,643,4656,212331,212462,594,13.2,286,6.4,43204,14624,28580,6.9,20.3,43466,13241,30225,6.2,20.5,-262,-0.2,40.6,1,10,10,
1982,g) 250 to 499,l) Left Censored,9608,60876,3186170,3227567,5591,9.3,3599,6,427303,152699,274604,4.7,13.2,510096,139137,370959,4.3,15.8,-82793,-2.6,26.4,0,118,204,38081
1982,h) 500 to 999,a) 0,94,461,61106,31400,458,198.7,0,0,59413,59413,0,189.2,189.2,0,0,0,0,0,59413,189.2,0,0,,,
1982,h) 500 to 999,b) 1,95,181,50153,52567,32,19,6,3.6,9150,3985,5165,7.6,17.4,13977,1025,12952,1.9,26.6,-4827,-9.2,34.8,0,,,
1982,h) 500 to 999,c) 2,72,260,35588,40326,60,25.3,14,5.9,7247,4419,2828,11,18,16723,4591,12132,11.4,41.5,-9476,-23.5,36,1,4,4,
1982,h) 500 to 999,d) 3,75,336,39738,44359,71,23,16,5.2,7641,3071,4570,6.9,17.2,16882,4683,12199,10.6,38.1,-9241,-20.9,34.4,0,4,4,3139
1982,h) 500 to 999,e) 4,82,556,49029,49256,168,34.7,25,5.2,11924,6244,5680,12.7,24.2,12377,2789,9588,5.7,25.1,-453,-0.9,48.4,0,3,3,1922
1982,h) 500 to 999,f) 5,227,2661,142072,141508,423,16.9,104,4.2,29346,12403,16943,8.8,20.7,28217,5553,22664,3.9,19.9,1129,0.8,39.8,1,2,2,
1982,h) 500 to 999,l) Left Censored,4720,54978,3168540,3173582,5201,9.6,3116,5.8,417594,133171,284423,4.2,13.2,427678,110432,317246,3.5,13.5,-10084,-0.3,26.4,0,27,44,17649
1982,i) 1000 to 2499,a) 0,41,307,56083,28042,307,200,0,0,56083,,,,200,0,0,0,0,0,56083,200,0,1,,,
1982,i) 1000 to 2499,b) 1,56,118,73035,71866,17,15.3,3,2.7,10897,5052,5845,7,15.2,8560,,8542,,11.9,2337,3.3,23.8,1,,,
1982,i) 1000 to 2499,c) 2,17,60,15476,17210,4,6.8,2,3.4,2442,,,,14.2,5910,,5851,,34.3,-3468,-20.1,28.4,1,,,
1982,i) 1000 to 2499,d) 3,29,579,34787,35858,141,26,67,12.4,8775,4879,3896,13.6,24.5,10919,6353,4566,17.7,30.5,-2144,-6,49,0,3,3,4546
1982,i) 1000 to 2499,e) 4,38,819,42744,43865,147,19.3,32,4.2,9541,5948,3593,13.6,21.8,11782,81,11701,0.2,26.9,-2241,-5.1,43.6,0,,,
1982,i) 1000 to 2499,f) 5,96,1711,118438,115802,146,8.7,79,4.7,20146,10523,9623,9.1,17.4,14873,2624,12249,2.3,12.8,5273,4.6,25.6,0,,,
1982,i) 1000 to 2499,l) Left Censored,3115,70147,4507953,4496885,6427,9.3,5055,7.3,571251,169036,402215,3.8,12.7,549116,135270,413846,3,12.2,22135,0.5,24.4,0,10,12,17056
1982,j) 2500 to 4999,a) 0,5,23,16581,8291,23,200,0,0,16581,16581,0,200,200,0,0,0,0,0,16581,200,0,0,,,
1982,j) 2500 to 4999,b) 1,18,75,23771,25275,5,6.8,3,4.1,3128,,,,12.4,6138,,5907,,24.3,-3010,-11.9,24.8,1,,,
1982,j) 2500 to 4999,c) 2,4,4,,,1,20,3,60,,,,,,,,,,,,,,1,,,
1982,j) 2500 to 4999,d) 3,8,757,24008,25568,100,13.9,29,4,3738,,,,14.6,6858,,2398,,26.8,-3120,-12.2,29.2,1,,,
1982,j) 2500 to 4999,e) 4,10,687,,,45,6.6,38,5.6,,7968,,,,,,,,,,,,1,,,
1982,j) 2500 to 4999,f) 5,23,412,44168,43825,81,20.8,35,9,7665,,,,17.5,6979,1138,5841,2.6,15.9,686,1.6,31.8,1,,,
1982,j) 2500 to 4999,l) Left Censored,1148,60011,3499089,3510514,5191,8.8,3783,6.4,449125,154864,294261,4.4,12.8,471975,126543,345432,3.6,13.4,-22850,-0.6,25.6,0,3,6,12053
1982,k) 5000 to 9999,a) 0,4,10,25746,19140,8,160,0,0,13212,,,,69,0,0,0,0,0,13212,69,0,1,,,
1982,k) 5000 to 9999,b) 1,15,293,10142,10780,16,5.4,28,9.4,592,,,,5.5,1867,,602,,17.3,-1275,-11.8,11,1,,,
1982,k) 5000 to 9999,c) 2,8,12,,,1,8.7,0,0,,,,,,,,,,,,,,1,,,
1982,k) 5000 to 9999,d) 3,2,3,,,0,0,0,0,,0,,,,,,,,,,,,1,,,
1982,k) 5000 to 9999,e) 4,4,7,,,0,0,5,52.6,,0,,,,,,,,,,,,1,,,
1982,k) 5000 to 9999,f) 5,10,339,44312,46887,53,16.5,18,5.6,5431,,,,11.6,10580,,10450,,22.6,-5149,-11,23.2,1,,,
1982,k) 5000 to 9999,l) Left Censored,642,64228,3704099,3724616,5883,9.3,4368,6.9,505345,187753,317592,5,13.6,546381,142502,403879,3.8,14.7,-41036,-1.1,27.2,0,,,
